gamma,omega,M_m1,M_m2,M_m3,M_m4,Q
160.0,-55000.0,-17933606.369801607,31470657.064403646,46951501.54300483,-80673444.02512793,6829818808302439.0
160.0,-54000.0,-17883791.98235326,31463397.460935038,44878648.162103005,-79476915.11398745,6636410051704049.0
160.0,-53000.0,-17833977.59490491,31456137.857466433,42805794.78120118,-78280386.20284694,6445869620922440.0
160.0,-52000.0,-17784163.207456563,31448878.25399783,40732941.40029935,-77083857.29170646,6258197515957619.0
160.0,-51000.0,-17734348.82000821,31441618.650529224,38660088.01939752,-75887328.38056596,6073393736809578.0
160.0,-50000.0,-17684534.432559863,31434359.04706062,36587234.63849569,-74690799.46942547,5891458283478323.0
160.0,-49000.0,-17634720.045111515,31427099.443592016,34514381.25759386,-73494270.55828497,5712391155963851.0
160.0,-48000.0,-17584905.657663167,31419839.84012341,32441527.876692034,-72297741.64714448,5536192354266164.0
160.0,-47000.0,-17535091.27021482,31412580.236654803,30368674.49579019,-71101212.73600398,5362861878385259.0
160.0,-46000.0,-17485276.882766467,31405320.6331862,28295821.114888363,-69904683.82486348,5192399728321137.0
160.0,-45000.0,-17435462.49531812,31398061.029717594,26222967.733986534,-68708154.91372299,5024805904073802.0
160.0,-44000.0,-17385648.10786977,31390801.42624899,24150114.353084706,-67511626.00258249,4860080405643248.0
160.0,-43000.0,-17335833.720421422,31383541.822780386,22077260.972182877,-66315097.091442004,4698223233029480.0
160.0,-42000.0,-17286019.33297307,31376282.21931178,20004407.59128105,-65118568.18030151,4539234386232495.0
160.0,-41000.0,-17236204.945524722,31369022.615843177,17931554.21037922,-63922039.269161016,4383113865252294.0
160.0,-40000.0,-17186390.558076374,31361763.012374572,15858700.829477392,-62725510.35802052,4229861670088877.0
160.0,-39000.0,-17136576.170628026,31354503.408905964,13785847.448575564,-61528981.44688003,4079477800742243.0
160.0,-38000.0,-17086761.783179678,31347243.80543736,11712994.067673735,-60332452.53573953,3931962257212393.0
160.0,-37000.0,-17036947.395731326,31339984.201968756,9640140.686771907,-59135923.62459904,3787315039499327.5
160.0,-36000.0,-16987133.008282978,31332724.59850015,7567287.3058700785,-57939394.71345854,3645536147603044.0
160.0,-35000.0,-16937318.62083463,31325464.995031547,5494433.92496825,-56742865.802318044,3506625581523546.0
160.0,-34000.0,-16887504.233386282,31318205.391562942,3421580.544066407,-55546336.89117755,3370583341260831.5
160.0,-33000.0,-16837689.84593793,31310945.788094338,1348727.1631645784,-54349807.980037056,3237409426814901.0
160.0,-32000.0,-16787875.458489582,31303686.18462573,-724126.2177372426,-53153279.06889656,3107628196964969.0
160.0,-31000.0,-16738061.071041234,31296426.581157126,-2796979.598639071,-51956750.15775607,2987489670248594.0
160.0,-30000.0,-16688246.683592886,31289166.97768852,-4869832.979540907,-50760221.246615574,2878812911626436.0
160.0,-29000.0,-16638432.296144536,31281907.374219917,-6942686.360442735,-49563692.33547508,2781597921098494.0
160.0,-28000.0,-16588617.908696188,31274647.770751312,-9015539.741344564,-48367163.42433458,2695844698664767.5
160.0,-27000.0,-16538803.521247838,31267388.167282708,-11088393.122246392,-47170634.513194084,2621553244325258.0
160.0,-26000.0,-16488989.13379949,31260128.563814104,-13161246.50314822,-45974105.60205359,2558723558079964.0
160.0,-25000.0,-16439174.74635114,31252868.960345495,-15234099.884050049,-44777576.690913096,2507355639928886.5
160.0,-24000.0,-16389360.358902792,31245609.35687689,-17306953.264951877,-43581047.7797726,2467449489872025.0
160.0,-23000.0,-16339545.971454442,31238349.753408287,-19379806.645853713,-42384518.86863211,2439005107909380.0
160.0,-22000.0,-16289731.584006093,31231090.149939682,-21452660.02675554,-41187989.957491614,2422022494040951.0
160.0,-21000.0,-16239917.196557745,31223830.546471078,-23525513.40765737,-39991461.04635112,2416501648266737.5
160.0,-20000.0,-16190102.809109395,31216570.943002474,-25598366.7885592,-38794932.135210626,2422442570586740.5
160.0,-19000.0,-16140288.421661047,31209311.33953387,-27671220.169461027,-37598403.22407013,2439845261000959.5
160.0,-18000.0,-16090474.034212697,31202051.73606526,-29744073.550362855,-36401874.31292963,2468709719509394.0
160.0,-17000.0,-16040659.64676435,31194792.132596657,-31816926.93126469,-35205345.401789136,2509035946112046.0
160.0,-16000.0,-15990845.259316,31187532.529128052,-33889780.31216651,-34008816.49064864,2560823940808913.0
160.0,-15000.0,-15941030.871867651,31180272.925659448,-35962633.69306835,-32812287.579508148,2624073703599997.0
160.0,-14000.0,-15891216.484419301,31173013.322190844,-38035487.07397018,-31615758.668367654,2698785234485296.5
160.0,-13000.0,-15841402.096970953,31165753.71872224,-40108340.454872005,-30419229.75722716,2784958533464812.5
160.0,-12000.0,-15791587.709522603,31158494.115253635,-42181193.83577383,-29222700.846086666,2882593600538544.0
160.0,-11000.0,-15741773.322074255,31151234.51178503,-44254047.21667567,-28026171.934946172,2991690435706493.0
160.0,-10000.0,-15691958.934625905,31143974.908316422,-46326900.5975775,-26829643.023805678,3112249038968656.5
160.0,-9000.0,-15642144.547177557,31136715.304847818,-48399753.978479326,-25633114.11266518,3244269410325037.0
160.0,-8000.0,-15592330.159729209,31129455.701379213,-50472607.359381154,-24436585.201524686,3387751549775633.0
160.0,-7000.0,-15542515.772280859,31122196.09791061,-52545460.74028298,-23240056.290384192,3542695457320445.0
160.0,-6000.0,-15492701.38483251,31114936.494442005,-54618314.12118481,-22043527.379243698,3709101132959473.5
160.0,-5000.0,-15442886.99738416,31107676.8909734,-56691167.50208664,-20846998.4681032,3886968576692718.5
160.0,-4000.0,-15393072.609935813,31100417.287504796,-58764020.88298847,-19650469.556962706,4076297788520178.5
160.0,-3000.0,-15343258.222487463,31093157.684036188,-60836874.263890296,-18453940.645822212,4277088768441855.5
160.0,-2000.0,-15293443.835039115,31085898.080567583,-62909727.64479213,-17257411.734681718,4489341516457750.0
160.0,-1000.0,-15243629.447590765,31078638.47709898,-64982581.02569396,-16060882.823541222,4713056032567858.0
160.0,0.0,-15193815.060142417,31071378.873630375,-67055434.40659579,-14864353.912400728,4948232316772184.0
160.0,1000.0,-15144000.672694068,31064119.27016177,-69128287.78749762,-13667825.001260234,5194870369070725.0
160.0,2000.0,-15094186.285245718,31056859.666693166,-71201141.16839945,-12471296.090119738,5452970189463483.0
160.0,3000.0,-15044371.89779737,31049600.06322456,-73273994.54930128,-11274767.178979244,5722531777950457.0
160.0,4000.0,-14994557.51034902,31042340.459755953,-75346847.93020311,-10078238.26783875,6003555134531646.0
160.0,5000.0,-14944743.122900672,31035080.85628735,-77419701.31110494,-8881709.356698254,6296040259207052.0
160.0,6000.0,-14894928.735452322,31027821.252818745,-79492554.69200677,-7685180.445557759,6599987151976673.0
160.0,7000.0,-14845114.348003974,31020561.64935014,-81565408.0729086,-6488651.534417265,6915395812840512.0
160.0,8000.0,-14795299.960555624,31013302.045881536,-83638261.45381042,-5292122.62327677,7242266241798566.0
160.0,9000.0,-14745485.573107276,31006042.44241293,-85711114.83471225,-4095593.712136276,7580598438850836.0
160.0,10000.0,-14695671.185658928,30998782.838944327,-87783968.21561408,-2899064.80099578,7930392403997322.0
160.0,11000.0,-14645856.798210578,30991523.23547572,-89856821.59651591,-1702535.889855286,8291648137238024.0
160.0,12000.0,-14596042.41076223,30984263.632007115,-91929674.97741774,-506006.9787147902,8664365638572943.0
160.0,13000.0,-14546228.02331388,30977004.02853851,-94002528.35831958,690521.9324257039,9048068087462920.0
160.0,14000.0,-14496413.635865532,30969744.425069906,-96075381.7392214,1887050.843566198,9440624984639224.0
160.0,15000.0,-14446599.248417182,30962484.8216013,-98148235.12012324,3083579.754706694,9841780287039360.0
160.0,16000.0,-14396784.860968834,30955225.218132697,-100221088.50102507,4280108.665847188,1.025153399466332e+16
160.0,17000.0,-14346970.473520484,30947965.614664093,-102293941.8819269,5476637.576987682,1.0669886107511106e+16
160.0,18000.0,-14297156.086072136,30940706.01119549,-104366795.26282872,6673166.488128176,1.1096836625582718e+16
160.0,19000.0,-14247341.698623786,30933446.40772688,-106439648.64373055,7869695.399268674,1.1532385548878154e+16
160.0,20000.0,-14197527.311175438,30926186.804258276,-108512502.02463238,9066224.310409168,1.1976532877397418e+16
160.0,21000.0,-14147712.923727088,30918927.20078967,-110585355.40553421,10262753.221549662,1.2429278611140508e+16
160.0,22000.0,-14097898.53627874,30911667.597321067,-112658208.78643604,11459282.132690156,1.2890622750107424e+16
160.0,23000.0,-14048084.148830391,30904407.993852463,-114731062.16733786,12655811.04383065,1.3360565294298166e+16
160.0,24000.0,-13998269.761382041,30897148.39038386,-116803915.54823971,13852339.954971148,1.3839106243712736e+16
160.0,25000.0,-13948455.373933693,30889888.786915254,-118876768.92914152,15048868.866111642,1.4326245598351128e+16
160.0,26000.0,-13898640.986485343,30882629.183446646,-120949622.31004336,16245397.777252136,1.482198335821335e+16
160.0,27000.0,-13848826.599036995,30875369.57997804,-123022475.69094518,17441926.68839263,1.5326319523299392e+16
160.0,28000.0,-13799012.211588645,30868109.976509437,-125095329.07184702,18638455.599533126,1.5839254093609266e+16
160.0,29000.0,-13749197.824140297,30860850.373040833,-127168182.45274884,19834984.51067362,1.636078706914296e+16
160.0,30000.0,-13699383.436691947,30853590.76957223,-129241035.83365068,21031513.421814114,1.6890918449900488e+16
160.0,31000.0,-13649569.0492436,30846331.166103624,-131313889.2145525,22228042.332954608,1.7429648235881838e+16
160.0,32000.0,-13599754.661795251,30839071.56263502,-133386742.59545434,23424571.244095102,1.7976976427087014e+16
160.0,33000.0,-13549940.274346901,30831811.95916641,-135459595.97635615,24621100.155235596,1.8532903023516012e+16
160.0,34000.0,-13500125.886898553,30824552.355697807,-137532449.357258,25817629.06637609,1.9097428025168844e+16
160.0,35000.0,-13450311.499450203,30817292.752229203,-139605302.73815984,27014157.977516584,1.9670551432045504e+16
160.0,36000.0,-13400497.112001855,30810033.1487606,-141678156.11906165,28210686.88865708,2.0252273244145976e+16
160.0,37000.0,-13350682.724553505,30802773.545291994,-143751009.4999635,29407215.79979758,2.084259346147029e+16
160.0,38000.0,-13300868.337105157,30795513.94182339,-145823862.8808653,30603744.710938074,2.1441512084018416e+16
160.0,39000.0,-13251053.949656807,30788254.338354785,-147896716.26176715,31800273.622078568,2.2049029111790376e+16
160.0,40000.0,-13201239.562208459,30780994.734886177,-149969569.64266896,32996802.53321906,2.266514454478615e+16
160.0,41000.0,-13151425.17476011,30773735.131417572,-152042423.0235708,34193331.444359556,2.328985838300577e+16
160.0,42000.0,-13101610.78731176,30766475.527948968,-154115276.40447262,35389860.35550005,2.39231706264492e+16
160.0,43000.0,-13051796.39986341,30759215.924480364,-156188129.78537446,36586389.266640544,2.4565081275116464e+16
160.0,44000.0,-13001982.012415063,30751956.32101176,-158260983.16627628,37782918.17778104,2.5215590329007548e+16
160.0,45000.0,-12952167.624966715,30744696.717543155,-160333836.54717812,38979447.08892153,2.5874697788122468e+16
160.0,46000.0,-12902353.237518365,30737437.11407455,-162406689.92807993,40175976.000062026,2.65424036524612e+16
160.0,47000.0,-12852538.850070016,30730177.510605946,-164479543.30898178,41372504.91120252,2.7218707922023772e+16
160.0,48000.0,-12802724.462621666,30722917.907137338,-166552396.68988362,42569033.82234302,2.790361059681017e+16
160.0,49000.0,-12752910.075173318,30715658.303668734,-168625250.07078543,43765562.733483516,2.859711167682038e+16
160.0,50000.0,-12703095.68772497,30708398.70020013,-170698103.45168728,44962091.64462401,2.9299211162054428e+16
160.0,51000.0,-12653281.30027662,30701139.096731525,-172770956.8325891,46158620.555764504,3.0009909052512296e+16
160.0,52000.0,-12603466.91282827,30693879.49326292,-174843810.21349093,47355149.466905,3.072920534819399e+16
160.0,53000.0,-12553652.525379922,30686619.889794316,-176916663.59439275,48551678.37804549,3.1457100049099508e+16
160.0,54000.0,-12503838.137931574,30679360.28632571,-178989516.9752946,49748207.289185986,3.2193593155228864e+16
160.0,55000.0,-12454023.750483224,30672100.682857104,-181062370.3561964,50944736.20032648,3.293868466658203e+16
160.0,56000.0,-12404209.363034876,30664841.0793885,-183135223.73709825,52141265.111466974,3.3692374583159036e+16
160.0,57000.0,-12354394.975586526,30657581.475919895,-185208077.11800006,53337794.02260747,3.4454662904959852e+16
160.0,58000.0,-12304580.588138178,30650321.87245129,-187280930.4989019,54534322.93374797,3.522554963198451e+16
160.0,59000.0,-12254766.20068983,30643062.268982686,-189353783.87980372,55730851.844888456,3.6005034764232984e+16
160.0,60000.0,-12204951.81324148,30635802.66551408,-191426637.26070556,56927380.75602896,3.679311830170529e+16
160.0,61000.0,-12155137.42579313,30628543.062045477,-193499490.64160737,58123909.667169444,3.7589800244401416e+16
160.0,62000.0,-12105323.038344782,30621283.45857687,-195572344.02250922,59320438.578309946,3.839508059232138e+16
160.0,63000.0,-12055508.650896434,30614023.855108265,-197645197.40341106,60516967.48945043,3.920895934546517e+16
160.0,64000.0,-12005694.263448084,30606764.25163966,-199718050.78431287,61713496.400590934,4.003143650383277e+16
160.0,65000.0,-11955879.875999736,30599504.648171056,-201790904.16521472,62910025.311731435,4.086251206742421e+16
160.0,66000.0,-11906065.488551386,30592245.04470245,-203863757.54611653,64106554.22287192,4.170218603623946e+16
160.0,67000.0,-11856251.101103038,30584985.441233847,-205936610.92701837,65303083.13401242,4.255045841027855e+16
160.0,68000.0,-11806436.713654688,30577725.837765243,-208009464.3079202,66499612.04515291,4.340732918954146e+16
160.0,69000.0,-11756622.32620634,30570466.234296635,-210082317.68882203,67696140.95629342,4.42727983740282e+16
160.0,70000.0,-11706807.93875799,30563206.63082803,-212155171.06972387,68892669.8674339,4.514686596373877e+16
160.0,71000.0,-11656993.551309641,30555947.027359426,-214228024.4506257,70089198.7785744,4.602953195867315e+16
160.0,72000.0,-11607179.163861293,30548687.42389082,-216300877.83152753,71285727.6897149,4.692079635883138e+16
160.0,73000.0,-11557364.776412943,30541427.820422217,-218373731.21242934,72482256.6008554,4.782065916421341e+16
160.0,74000.0,-11507550.388964593,30534168.216953613,-220446584.5933312,73678785.5119959,4.872912037481928e+16
160.0,75000.0,-11457736.001516245,30526908.61348501,-222519437.974233,74875314.42313638,4.964617999064897e+16
160.0,76000.0,-11407921.614067897,30519649.010016404,-224592291.35513484,76071843.33427688,5.05718380117025e+16
160.0,77000.0,-11358107.226619547,30512389.406547796,-226665144.73603666,77268372.24541737,5.150609443797983e+16
160.0,78000.0,-11308292.8391712,30505129.80307919,-228737998.1169385,78464901.15655787,5.244894926948101e+16
160.0,79000.0,-11258478.45172285,30497870.199610587,-230810851.49784032,79661430.06769836,5.3400402506206e+16
160.0,80000.0,-11208664.064274501,30490610.596141983,-232883704.87874216,80857958.97883886,5.436045414815483e+16
160.0,81000.0,-11158849.676826153,30483350.99267338,-234956558.25964397,82054487.88997935,5.532910419532747e+16
160.0,82000.0,-11109035.289377803,30476091.389204774,-237029411.64054582,83251016.80111985,5.630635264772396e+16
160.0,83000.0,-11059220.901929453,30468831.78573617,-239102265.02144766,84447545.71226034,5.7292199505344264e+16
160.0,84000.0,-11009406.514481105,30461572.18226756,-241175118.40234947,85644074.62340084,5.828664476818838e+16
160.0,85000.0,-10959592.127032757,30454312.578798957,-243247971.78325132,86840603.53454134,5.928968843625635e+16
160.0,86000.0,-10909777.739584407,30447052.975330353,-245320825.16415313,88037132.44568183,6.030133050954811e+16
160.0,87000.0,-10859963.352136057,30439793.37186175,-247393678.54505497,89233661.35682233,6.132157098806373e+16
160.0,88000.0,-10810148.964687709,30432533.768393144,-249466531.9259568,90430190.26796281,6.235040987180315e+16
160.0,89000.0,-10760334.57723936,30425274.16492454,-251539385.30685863,91626719.17910331,6.3387847160766424e+16
160.0,90000.0,-10710520.189791013,30418014.561455935,-253612238.68776044,92823248.0902438,6.4433882854953496e+16
160.0,91000.0,-10660705.802342663,30410754.957987327,-255685092.0686623,94019777.0013843,6.548851695436442e+16
160.0,92000.0,-10610891.414894313,30403495.354518723,-257757945.4495641,95216305.91252479,6.6551749458999144e+16
160.0,93000.0,-10561077.027445965,30396235.75105012,-259830798.83046594,96412834.82366529,6.762358036885771e+16
160.0,94000.0,-10511262.639997616,30388976.147581514,-261903652.21136776,97609363.73480578,6.870400968394009e+16
160.0,95000.0,-10461448.252549266,30381716.54411291,-263976505.5922696,98805892.64594628,6.979303740424631e+16
160.0,96000.0,-10411633.865100916,30374456.940644305,-266049358.97317144,100002421.55708678,7.089066352977636e+16
160.0,97000.0,-10361819.477652568,30367197.3371757,-268122212.35407326,101198950.46822727,7.1996888060530216e+16
160.0,98000.0,-10312005.09020422,30359937.733707093,-270195065.7349751,102395479.37936777,7.311171099650792e+16
160.0,99000.0,-10262190.702755872,30352678.13023849,-272267919.1158769,103592008.29050826,7.423513233770942e+16
160.0,100000.0,-10212376.315307522,30345418.526769884,-274340772.4967787,104788537.20164876,7.536715208413475e+16
165.0,-100000.0,-20453488.114550717,32511343.760298565,140230002.89429244,-134519993.10465983,1.8513973720929796e+16
165.0,-99000.0,-20403673.727102365,32504084.15682996,138157149.5133906,-133323464.19351932,1.8191456006122676e+16
165.0,-98000.0,-20353859.339654017,32496824.553361356,136084296.1324888,-132126935.28237884,1.7871806617132348e+16
165.0,-97000.0,-20304044.95220567,32489564.94989275,134011442.75158694,-130930406.37123834,1.7555025553958796e+16
165.0,-96000.0,-20254230.56475732,32482305.346424144,131938589.37068513,-129733877.46009785,1.7241112816602034e+16
165.0,-95000.0,-20204416.17730897,32475045.74295554,129865735.98978329,-128537348.54895735,1.6930068405062052e+16
165.0,-94000.0,-20154601.78986062,32467786.139486935,127792882.60888144,-127340819.63781685,1.6621892319338852e+16
165.0,-93000.0,-20104787.402412273,32460526.53601833,125720029.22797963,-126144290.72667636,1.6316584559432444e+16
165.0,-92000.0,-20054973.014963925,32453266.932549726,123647175.84707779,-124947761.81553586,1.6014145125342812e+16
165.0,-91000.0,-20005158.627515577,32446007.32908112,121574322.46617597,-123751232.90439537,1.5714574017069968e+16
165.0,-90000.0,-19955344.240067225,32438747.725612514,119501469.08527413,-122554703.99325487,1.5417871234613906e+16
165.0,-89000.0,-19905529.852618877,32431488.12214391,117428615.70437232,-121358175.08211438,1.512403677797463e+16
165.0,-88000.0,-19855715.46517053,32424228.518675305,115355762.32347047,-120161646.17097388,1.4833070647152134e+16
165.0,-87000.0,-19805901.07772218,32416968.9152067,113282908.94256866,-118965117.2598334,1.4544972842146426e+16
165.0,-86000.0,-19756086.69027383,32409709.311738096,111210055.56166682,-117768588.3486929,1.4259743362957498e+16
165.0,-85000.0,-19706272.30282548,32402449.70826949,109137202.180765,-116572059.4375524,1.3977382209585358e+16
165.0,-84000.0,-19656457.915377133,32395190.104800887,107064348.79986316,-115375530.5264119,1.3697889382029998e+16
165.0,-83000.0,-19606643.527928784,32387930.50133228,104991495.41896135,-114179001.6152714,1.3421264880291422e+16
165.0,-82000.0,-19556829.140480436,32380670.897863675,102918642.0380595,-112982472.70413092,1.3147508704369632e+16
165.0,-81000.0,-19507014.753032085,32373411.29439507,100845788.65715766,-111785943.79299042,1.2876620854264624e+16
165.0,-80000.0,-19457200.365583736,32366151.690926466,98772935.27625585,-110589414.88184993,1.2608601329976402e+16
165.0,-79000.0,-19407385.97813539,32358892.08745786,96700081.895354,-109392885.97070943,1.2343450131504962e+16
165.0,-78000.0,-19357571.59068704,32351632.483989257,94627228.51445219,-108196357.05956894,1.2081167258850308e+16
165.0,-77000.0,-19307757.20323869,32344372.880520653,92554375.13355035,-106999828.14842844,1.1821752712012436e+16
165.0,-76000.0,-19257942.81579034,32337113.277052045,90481521.75264853,-105803299.23728795,1.1565206490991348e+16
165.0,-75000.0,-19208128.428341992,32329853.67358344,88408668.37174669,-104606770.32614745,1.1311528595787044e+16
165.0,-74000.0,-19158314.040893644,32322594.070114836,86335814.99084488,-103410241.41500697,1.1060719026399524e+16
165.0,-73000.0,-19108499.653445296,32315334.46664623,84262961.60994303,-102213712.50386646,1.0812777782828788e+16
165.0,-72000.0,-19058685.265996944,32308074.863177627,82190108.22904122,-101017183.59272596,1.0567704865074832e+16
165.0,-71000.0,-19008870.878548596,32300815.259709023,80117254.84813938,-99820654.68158548,1.0325500273137664e+16
165.0,-70000.0,-18959056.491100248,32293555.65624042,78044401.46723756,-98624125.77044497,1.0086164007017278e+16
165.0,-69000.0,-18909242.1036519,32286296.052771814,75971548.08633572,-97427596.85930449,9849696066713680.0
165.0,-68000.0,-18859427.716203548,32279036.449303206,73898694.70543388,-96231067.94816399,9616096452226860.0
165.0,-67000.0,-18809613.3287552,32271776.8458346,71825841.32453206,-95034539.0370235,9385365163556830.0
165.0,-66000.0,-18759798.94130685,32264517.242365997,69752987.94363022,-93838010.125883,9157502200703578.0
165.0,-65000.0,-18709984.553858504,32257257.638897393,67680134.5627284,-92641481.21474251,8932507563667114.0
165.0,-64000.0,-18660170.166410156,32249998.03542879,65607281.181826584,-91444952.30360201,8710381252447431.0
165.0,-63000.0,-18610355.778961804,32242738.431960184,63534427.800924756,-90248423.39246151,8491123267044531.0
165.0,-62000.0,-18560541.391513456,32235478.82849158,61461574.42002293,-89051894.48132102,8274733607458417.0
165.0,-61000.0,-18510727.004065108,32228219.22502297,59388721.039121084,-87855365.57018052,8061212273689086.0
165.0,-60000.0,-18460912.616616756,32220959.621554367,57315867.658219256,-86658836.65904003,7850559265736541.0
165.0,-59000.0,-18411098.229168408,32213700.018085763,55243014.27731743,-85462307.74789953,7642774583600776.0
165.0,-58000.0,-18361283.84172006,32206440.41461716,53170160.8964156,-84265778.83675905,7437858227281799.0
165.0,-57000.0,-18311469.45427171,32199180.811148554,51097307.51551377,-83069249.92561854,7235810196779603.0
165.0,-56000.0,-18261655.066823363,32191921.20767995,49024454.13461194,-81872721.01447804,7036630492094190.0
165.0,-55000.0,-18211840.67937501,32184661.604211345,46951600.75371011,-80676192.10333756,6840319113225564.0
165.0,-54000.0,-18162026.291926663,32177402.000742737,44878747.372808285,-79479663.19219705,6646876060173718.0
165.0,-53000.0,-18112211.904478315,32170142.397274133,42805893.99190646,-78283134.28105657,6456301332938660.0
165.0,-52000.0,-18062397.517029967,32162882.79380553,40733040.61100463,-77086605.36991607,6268594931520383.0
165.0,-51000.0,-18012583.129581615,32155623.190336924,38660187.2301028,-75890076.45877558,6083756855918891.0
165.0,-50000.0,-17962768.742133267,32148363.58686832,36587333.84920097,-74693547.54763508,5901787106134182.0
165.0,-49000.0,-17912954.35468492,32141103.983399715,34514480.46829914,-73497018.63649459,5722685682166258.0
165.0,-48000.0,-17863139.96723657,32133844.37993111,32441627.087397315,-72300489.72535409,5546452584015117.0
165.0,-47000.0,-17813325.579788223,32126584.776462503,30368773.70649547,-71103960.81421359,5373087811680759.0
165.0,-46000.0,-17763511.19233987,32119325.1729939,28295920.325593643,-69907431.9030731,5202591365163187.0
165.0,-45000.0,-17713696.804891523,32112065.569525294,26223066.944691814,-68710902.9919326,5034963244462396.0
165.0,-44000.0,-17663882.417443175,32104805.96605669,24150213.563789986,-67514374.08079211,4870203449578392.0
165.0,-43000.0,-17614068.029994827,32097546.362588085,22077360.182888158,-66317845.16965161,4708311980511169.0
165.0,-42000.0,-17564253.642546475,32090286.75911948,20004506.80198633,-65121316.25851112,4549288837260732.0
165.0,-41000.0,-17514439.255098127,32083027.155650876,17931653.4210845,-63924787.347370625,4393134019827078.0
165.0,-40000.0,-17464624.86764978,32075767.552182272,15858800.040182672,-62728258.43623013,4239847528210207.5
165.0,-39000.0,-17414810.48020143,32068507.948713664,13785946.659280844,-61531729.52508964,4089429362410121.0
165.0,-38000.0,-17364996.092753083,32061248.34524506,11713093.278379016,-60335200.61394914,3941879522426819.0
165.0,-37000.0,-17315181.70530473,32053988.741776455,9640239.897477187,-59138671.70280865,3797198008260300.0
165.0,-36000.0,-17265367.317856383,32046729.13830785,7567386.516575359,-57942142.79166815,3655384819910564.5
165.0,-35000.0,-17215552.930408034,32039469.534839246,5494533.13567353,-56745613.88052765,3516439957377613.0
165.0,-34000.0,-17165738.542959686,32032209.931370642,3421679.754771687,-55549084.96938716,3380363420661446.0
165.0,-33000.0,-17115924.155511335,32024950.327902038,1348826.3738698587,-54352556.058246665,3247155209762062.5
165.0,-32000.0,-17066109.768062986,32017690.72443343,-724027.0070319623,-53156027.14710617,3117339539786374.5
165.0,-31000.0,-17016295.38061464,32010431.120964825,-2796880.3879337907,-51959498.23596568,2997166305318056.0
165.0,-30000.0,-16966480.99316629,32003171.51749622,-4869733.768835627,-50762969.32482518,2888454838943953.5
165.0,-29000.0,-16916666.605717942,31995911.914027616,-6942587.149737455,-49566440.41368469,2791205140664067.0
165.0,-28000.0,-16866852.21826959,31988652.310559012,-9015440.530639283,-48369911.502544194,2705417210478396.5
165.0,-27000.0,-16817037.830821242,31981392.707090408,-11088293.911541112,-47173382.5914037,2631091048386942.0
165.0,-26000.0,-16767223.443372894,31974133.103621803,-13161147.29244294,-45976853.68026321,2568226654389704.0
165.0,-25000.0,-16717409.055924544,31966873.500153195,-15234000.673344769,-44780324.76912271,2516824028486682.0
165.0,-24000.0,-16667594.668476196,31959613.89668459,-17306854.054246597,-43583795.85798222,2476883170677876.0
165.0,-23000.0,-16617780.281027846,31952354.293215986,-19379707.435148433,-42387266.94684172,2448404080963285.5
165.0,-22000.0,-16567965.893579498,31945094.689747382,-21452560.81605026,-41190738.03570122,2431386759342912.0
165.0,-21000.0,-16518151.50613115,31937835.086278778,-23525414.19695209,-39994209.12456073,2425831205816754.5
165.0,-20000.0,-16468337.1186828,31930575.482810173,-25598267.577853918,-38797680.213420235,2431737420384813.0
165.0,-19000.0,-16418522.731234452,31923315.87934157,-27671120.958755746,-37601151.30227974,2449105403047087.5
165.0,-18000.0,-16368708.343786102,31916056.27587296,-29743974.339657575,-36404622.39113925,2477935153803578.0
165.0,-17000.0,-16318893.956337754,31908796.672404356,-31816827.72055941,-35208093.47999875,2518226672654285.0
165.0,-16000.0,-16269079.568889404,31901537.068935752,-33889681.10146123,-34011564.56885826,2569979959599207.5
165.0,-15000.0,-16219265.181441056,31894277.465467148,-35962534.48236307,-32815035.657717764,2633195014638347.5
165.0,-14000.0,-16169450.793992706,31887017.861998543,-38035387.863264896,-31618506.746577267,2707871837771702.0
165.0,-13000.0,-16119636.406544358,31879758.25852994,-40108241.244166724,-30421977.835436773,2794010428999273.0
165.0,-12000.0,-16069822.019096008,31872498.655061334,-42181094.62506855,-29225448.92429628,2891610788321060.5
165.0,-11000.0,-16020007.63164766,31865239.05159273,-44253948.00597039,-28028920.01315578,3000672915737064.5
165.0,-10000.0,-15970193.24419931,31857979.448124122,-46326801.38687222,-26832391.102015287,3121196811247284.0
165.0,-9000.0,-15920378.856750961,31850719.844655517,-48399654.767774045,-25635862.190874793,3253182474851720.0
165.0,-8000.0,-15870564.469302613,31843460.241186913,-50472508.148675874,-24439333.2797343,3396629906550371.5
165.0,-7000.0,-15820750.081854263,31836200.63771831,-52545361.5295777,-23242804.368593805,3551539106343239.0
165.0,-6000.0,-15770935.694405915,31828941.034249704,-54618214.91047953,-22046275.45745331,3717910074230323.0
165.0,-5000.0,-15721121.306957565,31821681.4307811,-56691068.29138136,-20849746.546312816,3895742810211623.0
165.0,-4000.0,-15671306.919509217,31814421.827312496,-58763921.67228319,-19653217.63517232,4085037314287139.0
165.0,-3000.0,-15621492.532060867,31807162.223843887,-60836775.053185016,-18456688.724031825,4285793586456871.5
165.0,-2000.0,-15571678.14461252,31799902.620375283,-62909628.43408685,-17260159.81289133,4498011626720821.0
165.0,-1000.0,-15521863.75716417,31792643.01690668,-64982481.81498868,-16063630.901750835,4721691435078985.0
165.0,0.0,-15472049.369715821,31785383.413438074,-67055335.19589051,-14867101.99061034,4956833011531366.0
165.0,1000.0,-15422234.982267473,31778123.80996947,-69128188.57679234,-13670573.079469847,5203436356077965.0
