gamma,omega,M_m1,M_m2,M_m3,M_m4,Q
350.0,35000.0,-24023215.263239585,57949465.26492166,-139601532.7313591,26909731.005551305,2.006570281252867e+16
350.0,36000.0,-23973400.875791237,57942205.66145305,-141674386.1122609,28106259.9166918,2.0646355629837376e+16
350.0,37000.0,-23923586.48834289,57934946.05798444,-143747239.49316275,29302788.8278323,2.123560685236991e+16
350.0,38000.0,-23873772.100894537,57927686.45451584,-145820092.87406456,30499317.738972794,2.1833456480126268e+16
350.0,39000.0,-23823957.71344619,57920426.85104723,-147892946.2549664,31695846.65011329,2.2439904513106456e+16
350.0,40000.0,-23774143.32599784,57913167.24757863,-149965799.63586822,32892375.561253782,2.305495095131046e+16
350.0,41000.0,-23724328.938549493,57905907.644110024,-152038653.01677006,34088904.47239427,2.36785957947383e+16
350.0,42000.0,-23674514.55110114,57898648.04064142,-154111506.39767188,35285433.383534774,2.431083904338996e+16
350.0,43000.0,-23624700.163652793,57891388.437172815,-156184359.77857372,36481962.29467526,2.4951680697265452e+16
350.0,44000.0,-23574885.776204444,57884128.83370421,-158257213.15947554,37678491.20581576,2.5601120756364764e+16
350.0,45000.0,-23525071.388756096,57876869.23023561,-160330066.54037738,38875020.11695625,2.6259159220687908e+16
350.0,46000.0,-23475257.00130775,57869609.626767,-162402919.9212792,40071549.02809675,2.6925796090234868e+16
350.0,47000.0,-23425442.613859396,57862350.0232984,-164475773.30218104,41268077.93923724,2.7601031365005668e+16
350.0,48000.0,-23375628.22641105,57855090.41982979,-166548626.68308288,42464606.85037774,2.8284865045000292e+16
350.0,49000.0,-23325813.8389627,57847830.81636119,-168621480.0639847,43661135.76151824,2.8977297130218732e+16
350.0,50000.0,-23275999.451514352,57840571.212892585,-170694333.44488654,44857664.67265873,2.967832762066101e+16
350.0,51000.0,-23226185.064066,57833311.60942397,-172767186.82578835,46054193.58379923,3.03879565163271e+16
350.0,52000.0,-23176370.676617652,57826052.00595537,-174840040.2066902,47250722.494939715,3.1106183817217028e+16
350.0,53000.0,-23126556.289169304,57818792.402486764,-176912893.587592,48447251.406080216,3.183300952333077e+16
350.0,54000.0,-23076741.901720956,57811532.79901816,-178985746.96849385,49643780.3172207,3.2568433634668348e+16
350.0,55000.0,-23026927.514272608,57804273.195549555,-181058600.34939566,50840309.228361204,3.3312456151229744e+16
350.0,56000.0,-22977113.126824256,57797013.59208095,-183131453.7302975,52036838.13950169,3.4065077073014976e+16
350.0,57000.0,-22927298.739375908,57789753.98861235,-185204307.11119932,53233367.05064219,3.4826296400024024e+16
350.0,58000.0,-22877484.35192756,57782494.38514374,-187277160.49210116,54429895.961782694,3.5596114132256908e+16
350.0,59000.0,-22827669.96447921,57775234.78167514,-189350013.87300298,55626424.87292318,3.637453026971361e+16
350.0,60000.0,-22777855.57703086,57767975.17820653,-191422867.25390482,56822953.78406368,3.7161544812394136e+16
350.0,61000.0,-22728041.18958251,57760715.57473793,-193495720.63480663,58019482.69520417,3.79571577602985e+16
350.0,62000.0,-22678226.802134164,57753455.971269324,-195568574.01570848,59216011.60634467,3.876136911342669e+16
350.0,63000.0,-22628412.414685816,57746196.36780072,-197641427.39661032,60412540.51748516,3.9574178871778696e+16
350.0,64000.0,-22578598.027237467,57738936.764332116,-199714280.77751213,61609069.42862566,4.039558703535452e+16
350.0,65000.0,-22528783.639789116,57731677.16086351,-201787134.15841398,62805598.33976616,4.122559360415419e+16
350.0,66000.0,-22478969.252340768,57724417.5573949,-203859987.5393158,64002127.250906646,4.206419857817767e+16
350.0,67000.0,-22429154.86489242,57717157.953926295,-205932840.92021763,65198656.16204715,4.291140195742499e+16
350.0,68000.0,-22379340.47744407,57709898.35045769,-208005694.30111945,66395185.073187634,4.376720374189612e+16
350.0,69000.0,-22329526.08999572,57702638.746989086,-210078547.6820213,67591713.98432814,4.4631603931591096e+16
350.0,70000.0,-22279711.70254737,57695379.14352048,-212151401.06292313,68788242.89546862,4.550460252650989e+16
350.0,71000.0,-22229897.315099023,57688119.54005188,-214224254.44382495,69984771.80660912,4.6386199526652504e+16
350.0,72000.0,-22180082.927650675,57680859.93658327,-216297107.8247268,71181300.71774961,4.727639493201895e+16
350.0,73000.0,-22130268.540202327,57673600.33311467,-218369961.2056286,72377829.62889011,4.817518874260922e+16
350.0,74000.0,-22080454.152753975,57666340.729646064,-220442814.58653045,73574358.54003061,4.908258095842331e+16
350.0,75000.0,-22030639.765305627,57659081.12617746,-222515667.96743226,74770887.4511711,4.9998571579461224e+16
350.0,76000.0,-21980825.37785728,57651821.522708856,-224588521.3483341,75967416.3623116,5.092316060572298e+16
350.0,77000.0,-21931010.99040893,57644561.91924025,-226661374.72923592,77163945.27345209,5.185634803720854e+16
350.0,78000.0,-21881196.60296058,57637302.31577165,-228734228.11013776,78360474.18459259,5.279813387391795e+16
350.0,79000.0,-21831382.21551223,57630042.71230304,-230807081.49103957,79557003.09573308,5.374851811585117e+16
350.0,80000.0,-21781567.828063883,57622783.10883443,-232879934.87194142,80753532.00687358,5.470750076300822e+16
350.0,81000.0,-21731753.440615535,57615523.505365826,-234952788.25284323,81950060.91801406,5.5675081815389096e+16
350.0,82000.0,-21681939.053167187,57608263.90189722,-237025641.63374507,83146589.82915457,5.66512612729938e+16
350.0,83000.0,-21632124.665718835,57601004.29842862,-239098495.01464692,84343118.74029505,5.763603913582234e+16
350.0,84000.0,-21582310.278270487,57593744.69496001,-241171348.39554873,85539647.65143555,5.862941540387468e+16
350.0,85000.0,-21532495.89082214,57586485.09149141,-243244201.77645057,86736176.56257606,5.963139007715087e+16
350.0,86000.0,-21482681.503373787,57579225.488022804,-245317055.1573524,87932705.47371654,6.064196315565087e+16
350.0,87000.0,-21432867.11592544,57571965.8845542,-247389908.53825423,89129234.38485704,6.166113463937471e+16
350.0,88000.0,-21383052.72847709,57564706.281085595,-249462761.91915604,90325763.29599753,6.268890452832236e+16
350.0,89000.0,-21333238.341028742,57557446.67761699,-251535615.3000579,91522292.20713803,6.372527282249385e+16
350.0,90000.0,-21283423.953580394,57550187.07414839,-253608468.6809597,92718821.11827852,6.477023952188916e+16
350.0,91000.0,-21233609.566132046,57542927.47067978,-255681322.06186154,93915350.02941902,6.58238046265083e+16
350.0,92000.0,-21183795.178683694,57535667.86721118,-257754175.44276336,95111878.9405595,6.6885968136351256e+16
350.0,93000.0,-21133980.791235346,57528408.26374257,-259827028.8236652,96308407.85170001,6.795673005141805e+16
350.0,94000.0,-21084166.403787,57521148.66027397,-261899882.20456702,97504936.7628405,6.9036090371708664e+16
350.0,95000.0,-21034352.016338646,57513889.05680536,-263972735.58546886,98701465.673981,7.01240490972231e+16
350.0,96000.0,-20984537.6288903,57506629.45333675,-266045588.9663707,99897994.5851215,7.1220606227961384e+16
350.0,97000.0,-20934723.24144195,57499369.84986815,-268118442.34727252,101094523.49626198,7.232576176392347e+16
350.0,98000.0,-20884908.853993602,57492110.246399544,-270191295.7281743,102291052.40740249,7.343951570510938e+16
350.0,99000.0,-20835094.466545254,57484850.64293094,-272264149.10907614,103487581.31854297,7.456186805151912e+16
350.0,100000.0,-20785280.079096906,57477591.039462335,-274337002.489978,104684110.22968347,7.56928188031527e+16
355.0,-100000.0,-31026391.878340095,59643516.27299102,140233772.90109318,-134624420.0766251,1.9086371473955948e+16
355.0,-99000.0,-30976577.490891747,59636256.66952241,138160919.52019134,-133427891.1654846,1.8762550493917628e+16
355.0,-98000.0,-30926763.1034434,59628997.06605381,136088066.13928953,-132231362.2543441,1.844159783969609e+16
355.0,-97000.0,-30876948.71599505,59621737.4625852,134015212.75838768,-131034833.3432036,1.8123513511291332e+16
355.0,-96000.0,-30827134.328546703,59614477.8591166,131942359.37748587,-129838304.43206313,1.7808297508703366e+16
355.0,-95000.0,-30777319.941098355,59607218.255647995,129869505.99658403,-128641775.52092263,1.749594983193218e+16
355.0,-94000.0,-30727505.553650003,59599958.65217938,127796652.61568218,-127445246.60978213,1.7186470480977776e+16
355.0,-93000.0,-30677691.166201655,59592699.04871078,125723799.23478037,-126248717.69864163,1.6879859455840156e+16
355.0,-92000.0,-30627876.778753307,59585439.445242174,123650945.85387853,-125052188.78750113,1.6576116756519318e+16
355.0,-91000.0,-30578062.391304955,59578179.84177357,121578092.47297671,-123855659.87636065,1.6275242383015272e+16
355.0,-90000.0,-30528248.003856607,59570920.238304965,119505239.09207487,-122659130.96522015,1.5977236335328004e+16
355.0,-89000.0,-30478433.61640826,59563660.63483636,117432385.71117306,-121462602.05407965,1.568209861345752e+16
355.0,-88000.0,-30428619.22895991,59556401.03136776,115359532.33027121,-120266073.14293915,1.5389829217403818e+16
355.0,-87000.0,-30378804.841511562,59549141.42789915,113286678.9493694,-119069544.23179868,1.5100428147166908e+16
355.0,-86000.0,-30328990.454063214,59541881.82443055,111213825.56846756,-117873015.32065818,1.4813895402746776e+16
355.0,-85000.0,-30279176.066614863,59534622.22096194,109140972.18756574,-116676486.40951768,1.4530230984143424e+16
355.0,-84000.0,-30229361.679166514,59527362.61749334,107068118.8066639,-115479957.49837717,1.424943489135686e+16
355.0,-83000.0,-30179547.291718166,59520103.014024734,104995265.42576209,-114283428.58723667,1.3971507124387078e+16
355.0,-82000.0,-30129732.904269814,59512843.41055613,102922412.04486024,-113086899.6760962,1.3696447683234088e+16
355.0,-81000.0,-30079918.516821466,59505583.807087526,100849558.6639584,-111890370.7649557,1.3424256567897872e+16
355.0,-80000.0,-30030104.12937312,59498324.20361892,98776705.28305659,-110693841.8538152,1.3154933778378442e+16
355.0,-79000.0,-29980289.74192477,59491064.60015031,96703851.90215474,-109497312.9426747,1.2888479314675796e+16
355.0,-78000.0,-29930475.354476422,59483804.996681705,94630998.52125293,-108300784.03153422,1.2624893176789938e+16
355.0,-77000.0,-29880660.96702807,59476545.3932131,92558145.14035109,-107104255.12039372,1.236417536472086e+16
355.0,-76000.0,-29830846.579579722,59469285.7897445,90485291.75944927,-105907726.20925322,1.2106325878468566e+16
355.0,-75000.0,-29781032.192131374,59462026.18627589,88412438.37854743,-104711197.29811272,1.1851344718033054e+16
355.0,-74000.0,-29731217.804683026,59454766.58280729,86339584.99764562,-103514668.38697225,1.1599231883414332e+16
355.0,-73000.0,-29681403.417234674,59447506.97933868,84266731.61674377,-102318139.47583175,1.1349987374612388e+16
355.0,-72000.0,-29631589.029786326,59440247.37587008,82193878.23584196,-101121610.56469125,1.110361119162723e+16
355.0,-71000.0,-29581774.642337978,59432987.772401474,80121024.85494012,-99925081.65355074,1.0860103334458854e+16
355.0,-70000.0,-29531960.25488963,59425728.16893287,78048171.4740383,-98728552.74241024,1.0619463803107262e+16
355.0,-69000.0,-29482145.86744128,59418468.565464266,75975318.09313646,-97532023.83126977,1.038169259757246e+16
355.0,-68000.0,-29432331.47999293,59411208.96199566,73902464.71223462,-96335494.92012927,1.0146789717854434e+16
355.0,-67000.0,-29382517.09254458,59403949.35852706,71829611.3313328,-95138966.00898877,9914755163953194.0
355.0,-66000.0,-29332702.705096234,59396689.75505845,69756757.95043096,-93942437.09784827,9685588935868738.0
355.0,-65000.0,-29282888.317647886,59389430.15158984,67683904.56952915,-92745908.1867078,9459291033601072.0
355.0,-64000.0,-29233073.930199534,59382170.548121236,65611051.188627325,-91549379.2755673,9235861457150182.0
355.0,-63000.0,-29183259.542751186,59374910.94465263,63538197.8077255,-90352850.36442679,9015300206516078.0
355.0,-62000.0,-29133445.155302837,59367651.34118403,61465344.42682367,-89156321.45328629,8797607281698755.0
355.0,-61000.0,-29083630.76785449,59360391.73771542,59392491.045921825,-87959792.54214579,8582782682698218.0
355.0,-60000.0,-29033816.38040614,59353132.13424682,57319637.66502,-86763263.63100532,8370826409514470.0
355.0,-59000.0,-28984001.99295779,59345872.530778214,55246784.28411817,-85566734.71986482,8161738462147500.0
355.0,-58000.0,-28934187.60550944,59338612.92730961,53173930.90321634,-84370205.80872431,7955518840597314.0
355.0,-57000.0,-28884373.218061093,59331353.323841006,51101077.52231451,-83173676.89758381,7752167544863912.0
355.0,-56000.0,-28834558.830612745,59324093.7203724,49028224.14141268,-81977147.98644333,7551684574947296.0
355.0,-55000.0,-28784744.443164393,59316834.1169038,46955370.760510854,-80780619.07530284,7354069930847464.0
355.0,-54000.0,-28734930.055716045,59309574.51343519,44882517.379609026,-79584090.16416234,7159323612564414.0
355.0,-53000.0,-28685115.668267697,59302314.90996659,42809663.9987072,-78387561.25302184,6967445620098147.0
355.0,-52000.0,-28635301.28081935,59295055.30649798,40736810.61780537,-77191032.34188135,6778435953448667.0
355.0,-51000.0,-28585486.893371,59287795.70302938,38663957.23690354,-75994503.43074086,6592294612615970.0
355.0,-50000.0,-28535672.50592265,59280536.09956077,36591103.85600171,-74797974.51960036,6409021597600055.0
355.0,-49000.0,-28485858.1184743,59273276.49609216,34518250.475099884,-73601445.60845986,6228616908400923.0
355.0,-48000.0,-28436043.731025953,59266016.89262356,32445397.094198056,-72404916.69731937,6051080545018578.0
355.0,-47000.0,-28386229.343577605,59258757.289154954,30372543.713296212,-71208387.78617887,5876412507453014.0
355.0,-46000.0,-28336414.956129253,59251497.68568635,28299690.332394384,-70011858.87503839,5704612795704237.0
355.0,-45000.0,-28286600.568680905,59244238.082217745,26226836.951492555,-68815329.96389788,5535681409772241.0
355.0,-44000.0,-28236786.181232557,59236978.47874914,24153983.570590727,-67618801.05275738,5369618349657029.0
355.0,-43000.0,-28186971.79378421,59229718.87528054,22081130.1896889,-66422272.141616896,5206423615358603.0
355.0,-42000.0,-28137157.40633586,59222459.27181193,20008276.80878707,-65225743.2304764,5046097206876959.0
355.0,-41000.0,-28087343.01888751,59215199.66834333,17935423.42788524,-64029214.31933591,4888639124212099.0
355.0,-40000.0,-28037528.63143916,59207940.06487472,15862570.046983413,-62832685.40819541,4734049367364024.0
355.0,-39000.0,-27987714.243990812,59200680.46140612,13789716.666081585,-61636156.49705492,4582327936332732.0
355.0,-38000.0,-27937899.856542464,59193420.857937515,11716863.285179757,-60439627.585914426,4433474831118223.5
355.0,-37000.0,-27888085.469094113,59186161.25446891,9644009.904277928,-59243098.67477393,4287490051720499.0
355.0,-36000.0,-27838271.081645764,59178901.6510003,7571156.5233761,-58046569.76363343,4144373598139558.0
355.0,-35000.0,-27788456.694197416,59171642.047531694,5498303.142474271,-56850040.852492936,4004125470375401.0
355.0,-34000.0,-27738642.30674907,59164382.44406309,3425449.761572428,-55653511.94135244,3866745668428028.0
355.0,-33000.0,-27688827.919300716,59157122.840594485,1352596.3806705996,-54456983.03021195,3732234192297439.0
355.0,-32000.0,-27639013.53185237,59149863.23712588,-720257.0002312213,-53260454.119071454,3601109812130016.0
355.0,-31000.0,-27589199.14440402,59142603.63365728,-2793110.3811330497,-52063925.20793096,3479617683087806.0
355.0,-30000.0,-27539384.756955672,59135344.03018867,-4865963.762034886,-50867396.296790466,3369587322139811.5
355.0,-29000.0,-27489570.369507324,59128084.42672007,-6938817.142936714,-49670867.38564997,3271018729286033.5
355.0,-28000.0,-27439755.982058972,59120824.82325146,-9011670.523838542,-48474338.47450948,3183911904526471.5
355.0,-27000.0,-27389941.594610624,59113565.21978286,-11084523.90474037,-47277809.563368976,3108266847861125.0
355.0,-26000.0,-27340127.207162276,59106305.616314255,-13157377.2856422,-46081280.65222849,3044083559289996.0
355.0,-25000.0,-27290312.819713928,59099046.01284565,-15230230.666544028,-44884751.74108799,2991362038813082.0
355.0,-24000.0,-27240498.432265576,59091786.409377046,-17303084.047445856,-43688222.8299475,2950102286430384.5
355.0,-23000.0,-27190684.044817228,59084526.80590844,-19375937.428347692,-42491693.918807,2920304302141903.0
355.0,-22000.0,-27140869.65736888,59077267.20243984,-21448790.80924952,-41295165.007666506,2901968085947638.0
355.0,-21000.0,-27091055.26992053,59070007.598971225,-23521644.19015135,-40098636.09652601,2895093637847588.5
355.0,-20000.0,-27041240.88247218,59062747.99550262,-25594497.571053177,-38902107.18538552,2899680957841755.0
355.0,-19000.0,-26991426.49502383,59055488.39203402,-27667350.951955006,-37705578.274245024,2915730045930138.0
355.0,-18000.0,-26941612.107575484,59048228.78856541,-29740204.332856834,-36509049.36310452,2943240902112737.0
355.0,-17000.0,-26891797.720127136,59040969.18509681,-31813057.71375867,-35312520.451964036,2982213526389553.0
355.0,-16000.0,-26841983.332678787,59033709.5816282,-33885911.09466049,-34115991.540823534,3032647918760584.0
355.0,-15000.0,-26792168.945230436,59026449.9781596,-35958764.47556233,-32919462.629683044,3094544079225832.0
355.0,-14000.0,-26742354.557782087,59019190.374690995,-38031617.856464155,-31722933.718542546,3167902007785295.0
355.0,-13000.0,-26692540.17033374,59011930.77122239,-40104471.23736598,-30526404.807402052,3252721704438975.0
355.0,-12000.0,-26642725.78288539,59004671.167753786,-42177324.61826781,-29329875.896261558,3349003169186871.0
355.0,-11000.0,-26592911.39543704,58997411.56428518,-44250177.99916965,-28133346.985121064,3456746402028983.0
355.0,-10000.0,-26543097.00798869,58990151.96081658,-46323031.380071476,-26936818.07398057,3575951402965311.0
355.0,-9000.0,-26493282.620540343,58982892.35734797,-48395884.760973305,-25740289.162840076,3706618171995855.0
355.0,-8000.0,-26443468.233091995,58975632.75387937,-50468738.14187513,-24543760.25169958,3848746709120616.0
355.0,-7000.0,-26393653.845643647,58968373.15041076,-52541591.52277696,-23347231.340559084,4002337014339592.0
355.0,-6000.0,-26343839.458195295,58961113.54694215,-54614444.90367879,-22150702.42941859,4167389087652784.0
355.0,-5000.0,-26294025.070746947,58953853.94347355,-56687298.28458062,-20954173.518278096,4343902929060192.5
355.0,-4000.0,-26244210.6832986,58946594.34000494,-58760151.66548245,-19757644.6071376,4531878538561818.0
355.0,-3000.0,-26194396.29585025,58939334.73653634,-60833005.046384275,-18561115.695997108,4731315916157658.0
355.0,-2000.0,-26144581.9084019,58932075.133067735,-62905858.42728611,-17364586.78485661,4942215061847716.0
355.0,-1000.0,-26094767.52095355,58924815.52959913,-64978711.80818794,-16168057.873716116,5164575975631989.0
355.0,0.0,-26044953.133505203,58917555.926130526,-67051565.18908977,-14971528.962575622,5398398657510478.0
355.0,1000.0,-25995138.746056855,58910296.32266192,-69124418.5699916,-13775000.051435128,5643683107483184.0
355.0,2000.0,-25945324.358608507,58903036.71919332,-71197271.95089343,-12578471.140294632,5900429325550106.0
355.0,3000.0,-25895509.971160155,58895777.11572471,-73270125.33179526,-11381942.229154138,6168637311711243.0
355.0,4000.0,-25845695.583711807,58888517.51225611,-75342978.71269709,-10185413.318013642,6448307065966597.0
355.0,5000.0,-25795881.19626346,58881257.908787504,-77415832.09359892,-8988884.406873148,6739438588316166.0
355.0,6000.0,-25746066.80881511,58873998.3053189,-79488685.47450075,-7792355.495732653,7042031878759952.0
355.0,7000.0,-25696252.42136676,58866738.701850295,-81561538.85540257,-6595826.584592159,7356086937297954.0
355.0,8000.0,-25646438.03391841,58859479.09838168,-83634392.2363044,-5399297.673451664,7681603763930172.0
355.0,9000.0,-25596623.646470062,58852219.49491308,-85707245.61720623,-4202768.76231117,8018582358656606.0
355.0,10000.0,-25546809.259021714,58844959.891444474,-87780098.99810806,-3006239.851170674,8367022721477256.0
355.0,11000.0,-25496994.871573366,58837700.28797587,-89852952.37900989,-1809710.94003018,8726924852392123.0
355.0,12000.0,-25447180.484125014,58830440.684507266,-91925805.75991172,-613182.028889684,9098288751401206.0
355.0,13000.0,-25397366.096676666,58823181.08103866,-93998659.14081356,583346.88225081,9480774124919474.0
355.0,14000.0,-25347551.70922832,58815921.47757006,-96071512.52171537,1779875.793391304,9872233895862118.0
355.0,15000.0,-25297737.32177997,58808661.87410145,-98144365.90261722,2976404.7045318,1.0272292072028592e+16
355.0,16000.0,-25247922.93433162,58801402.27063285,-100217219.28351904,4172933.615672294,1.068094865341889e+16
355.0,17000.0,-25198108.54688327,58794142.667164244,-102290072.66442087,5369462.526812788,1.1098203640033014e+16
355.0,18000.0,-25148294.159434922,58786883.06369564,-104362926.0453227,6565991.437953282,1.1524057031870964e+16
355.0,19000.0,-25098479.771986574,58779623.460227035,-106435779.42622453,7762520.34909378,1.195850882893274e+16
355.0,20000.0,-25048665.384538226,58772363.85675843,-108508632.80712636,8959049.260234274,1.2401559031218342e+16
355.0,21000.0,-24998850.997089874,58765104.253289826,-110581486.18802819,10155578.171374768,1.285320763872777e+16
355.0,22000.0,-24949036.609641526,58757844.649821214,-112654339.56893001,11352107.082515262,1.3313454651461024e+16
355.0,23000.0,-24899222.222193178,58750585.04635261,-114727192.94983184,12548635.993655756,1.3782300069418104e+16
355.0,24000.0,-24849407.83474483,58743325.442884006,-116800046.33073369,13745164.904796254,1.4259743892599014e+16
355.0,25000.0,-24799593.447296478,58736065.8394154,-118872899.7116355,14941693.815936748,1.4745786121003742e+16
355.0,26000.0,-24749779.05984813,58728806.2359468,-120945753.09253734,16138222.727077242,1.5240426754632304e+16
355.0,27000.0,-24699964.67239978,58721546.63247819,-123018606.47343916,17334751.638217736,1.5743665793484684e+16
355.0,28000.0,-24650150.284951434,58714287.02900959,-125091459.854341,18531280.54935823,1.6255503237560898e+16
355.0,29000.0,-24600335.89750308,58707027.42554098,-127164313.23524281,19727809.460498728,1.6775939086860928e+16
355.0,30000.0,-24550521.510054734,58699767.82207238,-129237166.61614466,20924338.371639222,1.7304973341384796e+16
355.0,31000.0,-24500707.122606385,58692508.218603775,-131310019.99704649,22120867.282779716,1.7842606001132484e+16
355.0,32000.0,-24450892.735158037,58685248.61513517,-133382873.37794831,23317396.19392021,1.8388837066104e+16
355.0,33000.0,-24401078.34770969,58677989.011666566,-135455726.75885013,24513925.105060704,1.8943666536299336e+16
355.0,34000.0,-24351263.960261337,58670729.40819796,-137528580.13975197,25710454.016201198,1.9507094411718504e+16
355.0,35000.0,-24301449.57281299,58663469.80472936,-139601433.5206538,26906982.927341692,2.00791206923615e+16
355.0,36000.0,-24251635.18536464,58656210.20126075,-141674286.90155563,28103511.838482186,2.065974537822831e+16
355.0,37000.0,-24201820.797916293,58648950.59779214,-143747140.28245747,29300040.749622688,2.124896846931896e+16
355.0,38000.0,-24152006.41046794,58641690.99432354,-145819993.66335928,30496569.66076318,2.1846789965633424e+16
355.0,39000.0,-24102192.023019593,58634431.39085493,-147892847.04426113,31693098.571903676,2.2453209867171724e+16
355.0,40000.0,-24052377.635571245,58627171.78738633,-149965700.42516294,32889627.48304417,2.3068228173933844e+16
355.0,41000.0,-24002563.248122897,58619912.18391772,-152038553.80606478,34086156.394184664,2.3691844885919796e+16
355.0,42000.0,-23952748.860674545,58612652.58044912,-154111407.1869666,35282685.30532516,2.4324060003129564e+16
355.0,43000.0,-23902934.473226197,58605392.976980515,-156184260.56786844,36479214.21646565,2.496487352556317e+16
355.0,44000.0,-23853120.08577785,58598133.37351191,-158257113.94877025,37675743.127606146,2.561428545322059e+16
355.0,45000.0,-23803305.6983295,58590873.770043306,-160329967.3296721,38872272.03874664,2.627229578610185e+16
355.0,46000.0,-23753491.310881153,58583614.1665747,-162402820.7105739,40068800.949887134,2.6938904524206924e+16
355.0,47000.0,-23703676.9234328,58576354.5631061,-164475674.09147575,41265329.86102763,2.7614111667535828e+16
355.0,48000.0,-23653862.535984453,58569094.95963749,-166548527.4723776,42461858.77216813,2.8297917216088564e+16
355.0,49000.0,-23604048.148536105,58561835.35616889,-168621380.8532794,43658387.683308624,2.8990321169865116e+16
355.0,50000.0,-23554233.761087757,58554575.752700284,-170694234.23418126,44854916.59444912,2.9691323528865504e+16
355.0,51000.0,-23504419.373639405,58547316.14923167,-172767087.61508307,46051445.50558961,3.0400924293089704e+16
355.0,52000.0,-23454604.986191057,58540056.54576307,-174839940.9959849,47247974.416730106,3.1119123462537744e+16
355.0,53000.0,-23404790.59874271,58532796.94229446,-176912794.37688673,48444503.3278706,3.18459210372096e+16
355.0,54000.0,-23354976.21129436,58525537.33882586,-178985647.75778857,49641032.239011094,3.258131701710529e+16
355.0,55000.0,-23305161.823846012,58518277.735357255,-181058501.13869038,50837561.15015159,3.3325311402224796e+16
355.0,56000.0,-23255347.43639766,58511018.13188865,-183131354.51959223,52034090.06129208,3.407790419256814e+16
355.0,57000.0,-23205533.048949312,58503758.528420046,-185204207.90049404,53230618.972432576,3.48390953881353e+16
355.0,58000.0,-23155718.661500964,58496498.92495144,-187277061.28139588,54427147.88357308,3.5608884988926292e+16
355.0,59000.0,-23105904.274052616,58489239.32148284,-189349914.6622977,55623676.794713564,3.63872729949411e+16
355.0,60000.0,-23056089.886604264,58481979.71801423,-191422768.04319954,56820205.705854066,3.717425940617975e+16
355.0,61000.0,-23006275.499155916,58474720.11454563,-193495621.42410135,58016734.61699455,3.7969844222642216e+16
355.0,62000.0,-22956461.11170757,58467460.511077024,-195568474.8050032,59213263.528135054,3.877402744432851e+16
355.0,63000.0,-22906646.72425922,58460200.90760842,-197641328.18590504,60409792.43927554,3.958680907123864e+16
355.0,64000.0,-22856832.336810872,58452941.304139815,-199714181.56680685,61606321.35041604,4.040818910337258e+16
355.0,65000.0,-22807017.94936252,58445681.70067121,-201787034.9477087,62802850.26155654,4.123816754073035e+16
355.0,66000.0,-22757203.561914172,58438422.0972026,-203859888.3286105,63999379.17269703,4.2076744383311944e+16
355.0,67000.0,-22707389.174465824,58431162.493733995,-205932741.70951235,65195908.08383753,4.292391963111738e+16
355.0,68000.0,-22657574.787017476,58423902.89026539,-208005595.09041417,66392436.99497802,4.3779693284146616e+16
355.0,69000.0,-22607760.399569124,58416643.286796786,-210078448.471316,67588965.90611851,4.4644065342399704e+16
355.0,70000.0,-22557946.012120776,58409383.68332818,-212151301.85221785,68785494.81725901,4.551703580587661e+16
355.0,71000.0,-22508131.624672428,58402124.07985958,-214224155.23311967,69982023.72839952,4.639860467457733e+16
355.0,72000.0,-22458317.23722408,58394864.47639097,-216297008.6140215,71178552.63953999,4.7288771948501896e+16
355.0,73000.0,-22408502.84977573,58387604.87292237,-218369861.99492332,72375081.55068049,4.8187537627650264e+16
355.0,74000.0,-22358688.46232738,58380345.269453764,-220442715.37582517,73571610.46182099,4.909490171202247e+16
355.0,75000.0,-22308874.07487903,58373085.66598516,-222515568.75672698,74768139.37296149,5.0010864201618504e+16
355.0,76000.0,-22259059.687430684,58365826.062516555,-224588422.13762882,75964668.284102,5.093542509643837e+16
355.0,77000.0,-22209245.299982335,58358566.45904795,-226661275.51853064,77161197.19524246,5.186858439648204e+16
355.0,78000.0,-22159430.912533984,58351306.85557935,-228734128.89943248,78357726.10638297,5.281034210174956e+16
355.0,79000.0,-22109616.525085635,58344047.25211074,-230806982.2803343,79554255.01752347,5.376069821224089e+16
355.0,80000.0,-22059802.137637287,58336787.64864213,-232879835.66123614,80750783.92866397,5.4719652727956056e+16
355.0,81000.0,-22009987.75018894,58329528.045173526,-234952689.04213795,81947312.83980444,5.568720564889503e+16
355.0,82000.0,-21960173.36274059,58322268.44170492,-237025542.4230398,83143841.75094494,5.6663356975057864e+16
355.0,83000.0,-21910358.97529224,58315008.83823632,-239098395.80394164,84340370.66208544,5.7648106706444504e+16
355.0,84000.0,-21860544.58784389,58307749.23476771,-241171249.18484345,85536899.57322595,5.864145484305497e+16
355.0,85000.0,-21810730.200395543,58300489.63129911,-243244102.5657453,86733428.48436645,5.964340138488926e+16
355.0,86000.0,-21760915.81294719,58293230.027830504,-245316955.9466471,87929957.39550692,6.065394633194738e+16
355.0,87000.0,-21711101.425498843,58285970.4243619,-247389809.32754895,89126486.30664742,6.167308968422932e+16
355.0,88000.0,-21661287.038050495,58278710.820893295,-249462662.70845076,90323015.21778792,6.270083144173509e+16
355.0,89000.0,-21611472.650602147,58271451.21742469,-251535516.0893526,91519544.12892842,6.3737171604464696e+16
355.0,90000.0,-21561658.2631538,58264191.61395609,-253608369.47025442,92716073.0400689,6.4782110172418104e+16
