"","id","displaced","EDUC","first.displaced","race","gender","year","earn","learn"
"2670",191,0,"COL",0,"White","Male",2005,118000,11.6784399034478
"2671",191,0,"COL",0,"White","Male",2007,138000,11.8350089641393
"2672",191,0,"COL",0,"White","Male",2009,120000,11.6952470217642
"2673",191,0,"COL",0,"White","Male",2011,150000,11.9183905730784
"2674",191,0,"COL",0,"White","Male",2013,370314,12.8221065733704
"2696",193,1,"COL",2003,"White","Male",2001,93000,11.4403547721354
"2697",193,1,"COL",2003,"White","Male",2003,101000,11.5228757958234
"2698",193,1,"COL",2003,"White","Male",2005,105000,11.5617156291397
"2699",193,1,"COL",2003,"White","Male",2007,115000,11.6526874073454
"2700",193,1,"COL",2003,"White","Male",2009,125000,11.7360690162844
"2701",193,1,"COL",2003,"White","Male",2011,130000,11.7752897294377
"2702",193,1,"COL",2003,"White","Male",2013,135871,11.8194611851677
"2794",200,1,"HS",2003,"White","Female",2001,15000,9.61580548008435
"2795",200,1,"HS",2003,"White","Female",2003,24000,10.0858091093301
"2796",200,1,"HS",2003,"White","Female",2005,35000,10.4631033404715
"2797",200,1,"HS",2003,"White","Female",2007,38000,10.5453414387085
"2798",200,1,"HS",2003,"White","Female",2009,40000,10.5966347330961
"2799",200,1,"HS",2003,"White","Female",2011,40000,10.5966347330961
"2800",200,1,"HS",2003,"White","Female",2013,45000,10.7144177687525
"2808",201,1,"COL",2003,"White","Male",2001,236000,12.3715870840077
"2809",201,1,"COL",2003,"White","Male",2003,265933,12.4909996763376
"2810",201,1,"COL",2003,"White","Male",2005,16000,9.68034400122192
"2811",201,1,"COL",2003,"White","Male",2007,10000,9.21034037197618
"2812",201,1,"COL",2003,"White","Male",2009,20000,9.90348755253613
"2813",201,1,"COL",2003,"White","Male",2011,10000,9.21034037197618
"2814",201,1,"COL",2003,"White","Male",2013,8000,8.98719682066197
"2822",202,1,"HS",2009,"White","Male",2001,52000,10.8589989975636
"2823",202,1,"HS",2009,"White","Male",2003,33000,10.4042628404486
"2824",202,1,"HS",2009,"White","Male",2005,55000,10.9150884642146
"2825",202,1,"HS",2009,"White","Male",2007,57000,10.9508065468167
"2826",202,1,"HS",2009,"White","Male",2009,9000,9.10497985631836
"2827",202,1,"HS",2009,"White","Male",2011,13000,9.47270463644367
"2828",202,1,"HS",2009,"White","Male",2013,16000,9.68034400122192
"2934",210,0,"COL",0,"White","Male",2001,32000,10.3734911817819
"2935",210,0,"COL",0,"White","Male",2003,44000,10.6919449129004
"2936",210,0,"COL",0,"White","Male",2005,50000,10.8197782844103
"2937",210,0,"COL",0,"White","Male",2007,55000,10.9150884642146
"2938",210,0,"COL",0,"White","Male",2009,65000,11.0821425488778
"2939",210,0,"COL",0,"White","Male",2011,65000,11.0821425488778
"2940",210,0,"COL",0,"White","Male",2013,70000,11.1562505210315
"2990",214,0,"HS",0,"White","Male",2001,78000,11.2644641056717
"2991",214,0,"HS",0,"White","Male",2003,84000,11.3385720778255
"2992",214,0,"HS",0,"White","Male",2005,94000,11.4510500612521
"2993",214,0,"HS",0,"White","Male",2007,80000,11.289781913656
"2994",214,0,"HS",0,"White","Male",2009,157000,11.9640010843304
"2995",214,0,"HS",0,"White","Male",2011,125000,11.7360690162844
"2996",214,0,"HS",0,"White","Male",2013,120000,11.6952470217642
"3046",218,0,"COL",0,"White","Male",2001,236000,12.3715870840077
"3047",218,0,"COL",0,"White","Male",2003,265933,12.4909996763376
"3048",218,0,"COL",0,"White","Male",2005,279816,12.5418875232812
"3049",218,0,"COL",0,"White","Male",2007,307823,12.6372802214419
"3050",218,0,"COL",0,"White","Male",2009,312324,12.6517963895019
"3051",218,0,"COL",0,"White","Male",2011,343830,12.7479026281589
"3052",218,0,"COL",0,"White","Male",2013,370314,12.8221065733704
"3060",219,0,"COL",0,"White","Female",2001,88000,11.3850920934603
"3061",219,0,"COL",0,"White","Female",2003,96313,11.4753585834831
"3062",219,0,"COL",0,"White","Female",2005,102000,11.5327280922664
"3063",219,0,"COL",0,"White","Female",2007,11587,9.35763905899706
"3064",219,0,"COL",0,"White","Female",2009,116290,11.6638423502871
"3065",219,0,"COL",0,"White","Female",2011,124500,11.7320609948869
"3066",219,0,"COL",0,"White","Female",2013,125000,11.7360690162844
"3074",220,0,"COL",0,"White","Female",2001,93000,11.4403547721354
"3075",220,0,"COL",0,"White","Female",2003,97000,11.4824662574855
"3076",220,0,"COL",0,"White","Female",2005,105000,11.5617156291397
"3077",220,0,"COL",0,"White","Female",2007,104000,11.5521461781235
"3078",220,0,"COL",0,"White","Female",2009,110000,11.6082356447746
"3079",220,0,"COL",0,"White","Female",2011,122000,11.7117763237154
"3080",220,0,"COL",0,"White","Female",2013,130000,11.7752897294377
"3116",223,0,"No HS",0,"Black","Male",2001,60000,11.0020998412042
"3117",223,0,"No HS",0,"Black","Male",2003,59000,10.9852927228879
"3118",223,0,"No HS",0,"Black","Male",2005,48000,10.77895628989
"3119",223,0,"No HS",0,"Black","Male",2007,47000,10.7579028806922
"3120",223,0,"No HS",0,"Black","Male",2009,58000,10.9681982895286
"3121",223,0,"No HS",0,"Black","Male",2011,70000,11.1562505210315
"3122",223,0,"No HS",0,"Black","Male",2013,61000,11.0186291431554
"3130",224,0,"HS",0,"Black","Female",2001,10000,9.21034037197618
"3131",224,0,"HS",0,"Black","Female",2003,11440,9.34487126493379
"3132",224,0,"HS",0,"Black","Female",2005,11000,9.30565055178051
"3133",224,0,"HS",0,"Black","Female",2007,11057,9.3108189905424
"3134",224,0,"HS",0,"Black","Female",2009,11000,9.30565055178051
"3135",224,0,"HS",0,"Black","Female",2011,14040,9.5496656775798
"3136",224,0,"HS",0,"Black","Female",2013,14000,9.5468126085974
"3214",230,0,"HS",0,"White","Male",2001,44000,10.6919449129004
"3215",230,0,"HS",0,"White","Male",2003,50000,10.8197782844103
"3216",230,0,"HS",0,"White","Male",2005,55000,10.9150884642146
"3217",230,0,"HS",0,"White","Male",2007,65000,11.0821425488778
"3218",230,0,"HS",0,"White","Male",2009,77000,11.2515607008358
"3219",230,0,"HS",0,"White","Male",2011,80000,11.289781913656
"3220",230,0,"HS",0,"White","Male",2013,80000,11.289781913656
"3228",231,0,"HS",0,"White","Female",2001,30700,10.3320179335753
"3229",231,0,"HS",0,"White","Female",2003,38400,10.5558127385758
"3230",231,0,"HS",0,"White","Female",2005,40900,10.6188853420309
"3231",231,0,"HS",0,"White","Female",2007,45000,10.7144177687525
"3232",231,0,"HS",0,"White","Female",2009,48000,10.77895628989
"3233",231,0,"HS",0,"White","Female",2011,57000,10.9508065468167
"3234",231,0,"HS",0,"White","Female",2013,60000,11.0020998412042
"3256",233,0,"HS",0,"White","Male",2001,39000,10.5713169251118
"3257",233,0,"HS",0,"White","Male",2003,48000,10.77895628989
"3258",233,0,"HS",0,"White","Male",2005,39000,10.5713169251118
"3259",233,0,"HS",0,"White","Male",2007,37000,10.5186731916264
"3260",233,0,"HS",0,"White","Male",2009,55000,10.9150884642146
"3261",233,0,"HS",0,"White","Male",2011,65000,11.0821425488778
"3262",233,0,"HS",0,"White","Male",2013,50000,10.8197782844103
"3298",236,1,"HS",2005,"White","Female",2001,41000,10.6213273456864
"3299",236,1,"HS",2005,"White","Female",2003,41000,10.6213273456864
"3300",236,1,"HS",2005,"White","Female",2005,30000,10.3089526606443
"3301",236,1,"HS",2005,"White","Female",2007,35000,10.4631033404715
"3302",236,1,"HS",2005,"White","Female",2009,50000,10.8197782844103
"3303",236,1,"HS",2005,"White","Female",2011,46800,10.7536384819057
"3304",236,1,"HS",2005,"White","Female",2013,50000,10.8197782844103
"3354",240,0,"HS",0,"White","Female",2001,40000,10.5966347330961
"3355",240,0,"HS",0,"White","Female",2003,55000,10.9150884642146
"3356",240,0,"HS",0,"White","Female",2005,38000,10.5453414387085
"3357",240,0,"HS",0,"White","Female",2007,23000,10.0432494949113
"3358",240,0,"HS",0,"White","Female",2009,32000,10.3734911817819
"3359",240,0,"HS",0,"White","Female",2011,38000,10.5453414387085
"3360",240,0,"HS",0,"White","Female",2013,45000,10.7144177687525
"3396",243,0,"HS",0,"White","Male",2001,39000,10.5713169251118
"3397",243,0,"HS",0,"White","Male",2003,66000,11.0974100210086
"3398",243,0,"HS",0,"White","Male",2005,94600,11.45741275504
"3399",243,0,"HS",0,"White","Male",2007,102000,11.5327280922664
"3400",243,0,"HS",0,"White","Male",2009,108000,11.5898865061064
"3401",243,0,"HS",0,"White","Male",2011,99500,11.5079129231467
"3402",243,0,"HS",0,"White","Male",2013,128000,11.7597855429018
"3410",244,0,"HS",0,"White","Female",2001,7000,8.85366542803745
"3411",244,0,"HS",0,"White","Female",2003,4000,8.29404964010203
"3412",244,0,"HS",0,"White","Female",2005,5000,8.51719319141624
"3413",244,0,"HS",0,"White","Female",2007,10500,9.25913053614561
"3414",244,0,"HS",0,"White","Female",2009,11000,9.30565055178051
"3415",244,0,"HS",0,"White","Female",2011,14000,9.5468126085974
"3416",244,0,"HS",0,"White","Female",2013,12000,9.39266192877014
"3424",245,0,"HS",0,"White","Female",2001,20000,9.90348755253613
"3425",245,0,"HS",0,"White","Female",2003,20000,9.90348755253613
"3426",245,0,"HS",0,"White","Female",2005,25000,10.1266311038503
"3427",245,0,"HS",0,"White","Female",2007,31300,10.3513733765282
"3428",245,0,"HS",0,"White","Female",2009,33000,10.4042628404486
"3429",245,0,"HS",0,"White","Female",2011,30000,10.3089526606443
"3430",245,0,"HS",0,"White","Female",2013,36000,10.4912742174382
"3452",247,0,"COL",0,"White","Male",2001,71000,11.1704351560235
"3453",247,0,"COL",0,"White","Male",2003,81500,11.308358299229
"3454",247,0,"COL",0,"White","Male",2005,79000,11.2772031314492
"3455",247,0,"COL",0,"White","Male",2007,101000,11.5228757958234
"3456",247,0,"COL",0,"White","Male",2009,125000,11.7360690162844
"3457",247,0,"COL",0,"White","Male",2011,130000,11.7752897294377
"3458",247,0,"COL",0,"White","Male",2013,120000,11.6952470217642
"3522",252,0,"HS",0,"White","Female",2001,7000,8.85366542803745
"3523",252,0,"HS",0,"White","Female",2003,7280,8.89288614119073
"3524",252,0,"HS",0,"White","Female",2005,6000,8.69951474821019
"3525",252,0,"HS",0,"White","Female",2007,9250,9.13237883050647
"3526",252,0,"HS",0,"White","Female",2009,7000,8.85366542803745
"3527",252,0,"HS",0,"White","Female",2011,9250,9.13237883050647
"3528",252,0,"HS",0,"White","Female",2013,9400,9.1484649682581
"3536",253,0,"No HS",0,"White","Male",2001,19700,9.88837391472608
"3537",253,0,"No HS",0,"White","Male",2003,10000,9.21034037197618
"3538",253,0,"No HS",0,"White","Male",2005,20000,9.90348755253613
"3539",253,0,"No HS",0,"White","Male",2007,27000,10.2035921449865
"3540",253,0,"No HS",0,"White","Male",2009,26000,10.1658518170036
"3541",253,0,"No HS",0,"White","Male",2011,25000,10.1266311038503
"3542",253,0,"No HS",0,"White","Male",2013,30000,10.3089526606443
"3550",254,1,"HS",2003,"White","Female",2001,29000,10.2750511089686
"3551",254,1,"HS",2003,"White","Female",2003,22000,9.99879773234045
"3552",254,1,"HS",2003,"White","Female",2005,28500,10.2576593662567
"3553",254,1,"HS",2003,"White","Female",2007,40000,10.5966347330961
"3554",254,1,"HS",2003,"White","Female",2009,40000,10.5966347330961
"3555",254,1,"HS",2003,"White","Female",2011,43000,10.6689553946757
"3556",254,1,"HS",2003,"White","Female",2013,43000,10.6689553946757
"3592",257,0,"HS",0,"White","Male",2001,15000,9.61580548008435
"3593",257,0,"HS",0,"White","Male",2003,13000,9.47270463644367
"3594",257,0,"HS",0,"White","Male",2005,22000,9.99879773234045
"3595",257,0,"HS",0,"White","Male",2007,10000,9.21034037197618
"3596",257,0,"HS",0,"White","Male",2009,8000,8.98719682066197
"3597",257,0,"HS",0,"White","Male",2011,7000,8.85366542803745
"3598",257,0,"HS",0,"White","Male",2013,11000,9.30565055178051
"3620",259,1,"HS",2009,"White","Male",2001,48000,10.77895628989
"3621",259,1,"HS",2009,"White","Male",2003,8000,8.98719682066197
"3622",259,1,"HS",2009,"White","Male",2005,14000,9.5468126085974
"3623",259,1,"HS",2009,"White","Male",2007,18000,9.7981270368783
"3624",259,1,"HS",2009,"White","Male",2009,28000,10.2399597891573
"3625",259,1,"HS",2009,"White","Male",2011,41000,10.6213273456864
"3626",259,1,"HS",2009,"White","Male",2013,57000,10.9508065468167
"3634",260,0,"COL",0,"White","Male",2001,48000,10.77895628989
"3635",260,0,"COL",0,"White","Male",2003,60000,11.0020998412042
"3636",260,0,"COL",0,"White","Male",2005,65000,11.0821425488778
"3637",260,0,"COL",0,"White","Male",2007,64000,11.0666383623418
"3638",260,0,"COL",0,"White","Male",2009,63000,11.0508900053737
"3639",260,0,"COL",0,"White","Male",2011,65000,11.0821425488778
"3640",260,0,"COL",0,"White","Male",2013,75000,11.2252433925184
"3760",269,0,"COL",0,"White","Male",2001,236000,12.3715870840077
"3761",269,0,"COL",0,"White","Male",2003,265933,12.4909996763376
"3762",269,0,"COL",0,"White","Male",2005,279816,12.5418875232812
"3763",269,0,"COL",0,"White","Male",2007,307823,12.6372802214419
"3764",269,0,"COL",0,"White","Male",2009,312324,12.6517963895019
"3765",269,0,"COL",0,"White","Male",2011,343830,12.7479026281589
"3766",269,0,"COL",0,"White","Male",2013,370314,12.8221065733704
"3816",273,1,"HS",2001,"White","Male",2001,62000,11.0348896640272
"3817",273,1,"HS",2001,"White","Male",2003,58000,10.9681982895286
"3818",273,1,"HS",2001,"White","Male",2005,61500,11.0267924537946
"3819",273,1,"HS",2001,"White","Male",2007,73000,11.1982147201305
"3820",273,1,"HS",2001,"White","Male",2009,58000,10.9681982895286
"3821",273,1,"HS",2001,"White","Male",2011,4200,8.34283980427146
"3822",273,1,"HS",2001,"White","Male",2013,48000,10.77895628989
"3928",281,0,"COL",0,"White","Male",2001,93000,11.4403547721354
"3929",281,0,"COL",0,"White","Male",2003,93000,11.4403547721354
"3930",281,0,"COL",0,"White","Male",2005,99000,11.5028751291167
"3931",281,0,"COL",0,"White","Male",2007,115000,11.6526874073454
"3932",281,0,"COL",0,"White","Male",2009,115000,11.6526874073454
"3933",281,0,"COL",0,"White","Male",2011,130000,11.7752897294377
"3934",281,0,"COL",0,"White","Male",2013,138000,11.8350089641393
"3942",282,1,"COL",2013,"White","Female",2001,15000,9.61580548008435
"3943",282,1,"COL",2013,"White","Female",2003,15000,9.61580548008435
"3944",282,1,"COL",2013,"White","Female",2005,14000,9.5468126085974
"3945",282,1,"COL",2013,"White","Female",2007,15000,9.61580548008435
"3946",282,1,"COL",2013,"White","Female",2009,28000,10.2399597891573
"3947",282,1,"COL",2013,"White","Female",2011,54000,10.8967393255464
"3948",282,1,"COL",2013,"White","Female",2013,30000,10.3089526606443
"3956",283,0,"No HS",0,"Hispanic","Male",2001,55000,10.9150884642146
"3957",283,0,"No HS",0,"Hispanic","Male",2003,52000,10.8589989975636
"3958",283,0,"No HS",0,"Hispanic","Male",2005,53000,10.8780471925343
"3959",283,0,"No HS",0,"Hispanic","Male",2007,57000,10.9508065468167
"3960",283,0,"No HS",0,"Hispanic","Male",2009,80000,11.289781913656
"3961",283,0,"No HS",0,"Hispanic","Male",2011,75500,11.2318879352371
"3962",283,0,"No HS",0,"Hispanic","Male",2013,82000,11.3144745262464
"3970",284,0,"HS",0,"Hispanic","Male",2001,95000,11.4616321705827
"3971",284,0,"HS",0,"Hispanic","Male",2003,90000,11.4075649493124
"3972",284,0,"HS",0,"Hispanic","Male",2005,90000,11.4075649493124
"3973",284,0,"HS",0,"Hispanic","Male",2007,105000,11.5617156291397
"3974",284,0,"HS",0,"Hispanic","Male",2009,94000,11.4510500612521
"3975",284,0,"HS",0,"Hispanic","Male",2011,1e+05,11.5129254649702
"3976",284,0,"HS",0,"Hispanic","Male",2013,148000,11.9049675527463
"3984",285,0,"No HS",0,"Hispanic","Female",2001,22000,9.99879773234045
"3985",285,0,"No HS",0,"Hispanic","Female",2003,27000,10.2035921449865
"3986",285,0,"No HS",0,"Hispanic","Female",2005,35000,10.4631033404715
"3987",285,0,"No HS",0,"Hispanic","Female",2007,40000,10.5966347330961
"3988",285,0,"No HS",0,"Hispanic","Female",2009,48000,10.77895628989
"3989",285,0,"No HS",0,"Hispanic","Female",2011,55000,10.9150884642146
"3990",285,0,"No HS",0,"Hispanic","Female",2013,80000,11.289781913656
"3998",286,1,"HS",2013,"Hispanic","Female",2001,37500,10.5320962119585
"3999",286,1,"HS",2013,"Hispanic","Female",2003,48700,10.7934343090707
"4000",286,1,"HS",2013,"Hispanic","Female",2005,53000,10.8780471925343
"4001",286,1,"HS",2013,"Hispanic","Female",2007,66400,11.1034523354645
"4002",286,1,"HS",2013,"Hispanic","Female",2009,64000,11.0666383623418
"4003",286,1,"HS",2013,"Hispanic","Female",2011,66246,11.1011303646672
"4004",286,1,"HS",2013,"Hispanic","Female",2013,70000,11.1562505210315
"4026",288,0,"HS",0,"White","Female",2001,18200,9.80917687306489
"4027",288,0,"HS",0,"White","Female",2003,7000,8.85366542803745
"4028",288,0,"HS",0,"White","Female",2005,12000,9.39266192877014
"4029",288,0,"HS",0,"White","Female",2007,15000,9.61580548008435
"4030",288,0,"HS",0,"White","Female",2009,22000,9.99879773234045
"4031",288,0,"HS",0,"White","Female",2011,28000,10.2399597891573
"4032",288,0,"HS",0,"White","Female",2013,21000,9.95227771670556
"4082",292,0,"COL",0,"White","Female",2001,26000,10.1658518170036
"4083",292,0,"COL",0,"White","Female",2003,45000,10.7144177687525
"4084",292,0,"COL",0,"White","Female",2005,50000,10.8197782844103
"4085",292,0,"COL",0,"White","Female",2007,55400,10.9223348727354
"4086",292,0,"COL",0,"White","Female",2009,59000,10.9852927228879
"4087",292,0,"COL",0,"White","Female",2011,61000,11.0186291431554
"4088",292,0,"COL",0,"White","Female",2013,66000,11.0974100210086
"4096",293,0,"HS",0,"White","Female",2001,21000,9.95227771670556
"4097",293,0,"HS",0,"White","Female",2003,23500,10.0647557001323
"4098",293,0,"HS",0,"White","Female",2005,35000,10.4631033404715
"4099",293,0,"HS",0,"White","Female",2007,42500,10.6572593549125
"4100",293,0,"HS",0,"White","Female",2009,50000,10.8197782844103
"4101",293,0,"HS",0,"White","Female",2011,60000,11.0020998412042
"4102",293,0,"HS",0,"White","Female",2013,73000,11.1982147201305
"4208",301,0,"HS",0,"Hispanic","Male",2001,32000,10.3734911817819
"4209",301,0,"HS",0,"Hispanic","Male",2003,35500,10.4772879754635
"4210",301,0,"HS",0,"Hispanic","Male",2005,35500,10.4772879754635
"4211",301,0,"HS",0,"Hispanic","Male",2007,38000,10.5453414387085
"4212",301,0,"HS",0,"Hispanic","Male",2009,42000,10.6454248972655
"4213",301,0,"HS",0,"Hispanic","Male",2011,48000,10.77895628989
"4214",301,0,"HS",0,"Hispanic","Male",2013,60000,11.0020998412042
"4236",303,0,"HS",0,"Hispanic","Male",2001,15000,9.61580548008435
"4237",303,0,"HS",0,"Hispanic","Male",2003,35000,10.4631033404715
"4238",303,0,"HS",0,"Hispanic","Male",2005,35000,10.4631033404715
"4239",303,0,"HS",0,"Hispanic","Male",2007,35000,10.4631033404715
"4240",303,0,"HS",0,"Hispanic","Male",2009,34000,10.4341158035983
"4241",303,0,"HS",0,"Hispanic","Male",2011,37000,10.5186731916264
"4242",303,0,"HS",0,"Hispanic","Male",2013,36400,10.5023240536248
"4362",312,0,"HS",0,"White","Female",2001,27000,10.2035921449865
"4363",312,0,"HS",0,"White","Female",2003,20000,9.90348755253613
"4364",312,0,"HS",0,"White","Female",2005,22000,9.99879773234045
"4365",312,0,"HS",0,"White","Female",2007,60000,11.0020998412042
"4366",312,0,"HS",0,"White","Female",2009,50000,10.8197782844103
"4367",312,0,"HS",0,"White","Female",2011,50000,10.8197782844103
"4368",312,0,"HS",0,"White","Female",2013,79675,11.2857111392855
